station_id,station_name,location,latitude,longitude,temperature,humidity,weather,observed_time
C2UC20,長嶺,長嶺,24.710732,121.603419,,,,
C2E980,和興,和興,24.507081,120.914833,,,,
C2E990,新坪頂,新坪頂,24.303773,120.849231,,,,
C2H9Y0,松茗,松茗,23.818463,120.642632,,,,
C2RA10,大新,大新,22.677362,120.569824,,,,
C2TA90,加納納,加納納,23.468223,121.351754,,,,
C2TB30,吉安,吉安,23.947182,121.539883,,,,
C2K290,崙內,崙內,23.697001,120.347887,,,,
C2K300,鹿南,鹿南,23.640303,120.355481,,,,
C2K250,崙背,崙背,23.757278,120.310803,,,,
C2K280,四湖,四湖,23.632147,120.219053,,,,
C2X060,下營,下營,23.228563,120.248201,,,,
C2S9B0,利吉,利吉,22.864264,121.146788,,,,
C2S9A0,北份子寮,北份子寮,22.787412,121.070064,,,,
C2SD50,順那,順那,23.043467,121.285235,,,,
C2SD70,二層坪,二層坪,22.942853,121.160303,,,,
C2SD60,明峰,明峰,22.868903,121.110178,,,,
C2SD80,再來山,再來山,23.345518,121.433115,,,,
C2TB80,庄子底,庄子底,23.719744,121.486249,,,,
C2TB90,長橋,長橋,23.689203,121.453731,,,,
C2TB50,麻汝,麻汝,23.427345,121.38547,,,,
C2TB70,達谷寮,達谷寮,23.381804,121.351573,,,,
C2TB60,南安,南安,23.299981,121.253469,,,,
C2H9X0,福盛,福盛,23.8953,120.83263,,,,
C2G9C0,埔南,埔南,23.992991,120.461546,,,,
C2G9E0,移民庄,移民庄,23.980148,120.394687,,,,
C2K310,港尾布雞,港尾布雞,23.750092,120.376263,,,,
C2M9A0,大華,大華,23.484171,120.6668,,,,
C2M9D0,何竹子腳,何竹子腳,23.538166,120.373918,,,,
C2M9C0,紫雲,紫雲,23.496678,120.532142,,,,
C2M9E0,旺來山,旺來山,23.556913,120.478349,,,,
C2M9B0,西興,西興,23.244571,120.568077,,,,
C2N190,烏樹,烏樹,23.32569,120.361793,,,,
C2N180,鹿陶洋,鹿陶洋,23.145019,120.475434,,,,
C2V920,匏子寮,匏子寮,23.050824,120.54511,,,,
C2V580,瑞山,瑞山,22.904811,120.42617,,,,
C2R9A0,高士國小,高士國小,22.127335,120.838508,,,,
C2M530,奮起湖,奮起湖,23.495674,120.691142,,,,
C2M810,里佳,里佳,23.390899,120.708543,,,,
C2C590,觀音,觀音,25.028835,121.145094,,,,
C2E420,竹南,竹南,24.710737,120.880772,,,,
C2E430,南庄,南庄,24.603539,120.992023,,,,
C2W230,畜試所澎湖,畜試所澎湖,23.630055,119.505094,,,,
C2E880,三義,三義,24.407236,120.741644,,,,
C2FA00,烏石坑,烏石坑,24.275269,120.939447,,,,
C2F9A0,中竹林,中竹林,24.105556,120.743333,,,,
C2G840,北斗,北斗,23.879222,120.506528,,,,
C2H950,中寮,中寮,23.886278,120.758528,,,,
C2I090,鳳凰,鳳凰,23.729722,120.779167,,,,
C2F860,梨山,梨山,24.245,121.237667,,,,
C2K240,草嶺,草嶺,23.597319,120.685342,,,,
C2E520,大湖,大湖,24.4167,120.862694,,,,
C2F000,大肚,大肚,24.154667,120.564,,,,
C2E540,龍溪,龍溪,24.608056,120.775556,,,,
C2F930,大甲,大甲,24.349917,120.632361,,,,
C2G870,芳苑,芳苑,23.924,120.311861,,,,
C2G640,鹿港,鹿港,24.076944,120.422222,,,,
C2M910,嘉義大學,嘉義大學,23.473087,120.477795,,,,
C2O950,安南,安南,23.078333,120.136667,,,,
C2M410,馬頭山,馬頭山,23.326389,120.573611,,,,
C2O810,曾文,曾文,23.221472,120.489222,,,,
C2O930,玉井,玉井,23.127833,120.452472,,,,
C2V260,月眉,月眉,22.972778,120.531778,,,,
C2V250,甲仙,甲仙,23.081667,120.5825,,,,
C2N160,西拉雅風管處,西拉雅風管處,23.191241,120.327209,,,,
C2A920,富貴角,富貴角,25.265556,121.557278,,,,
C2A880,福隆,福隆,25.019167,121.934167,,,,
C2A540,四堵,四堵,24.894394,121.737519,,,,
C2A560,福山,福山,24.778333,121.494583,,,,
C2D720,關西工作站,關西工作站,24.759045,121.176589,,,,
C2D730,寶山農場,寶山農場,24.734205,120.967953,,,,
C2H9K0,屯原,屯原,24.069754,121.201235,,,,
C2G980,田頭村,田頭村,23.828053,120.436042,,,,
C2K610,草嶺石壁,草嶺石壁,23.604239,120.699612,,,,
C2F990,摩天嶺,摩天嶺,24.324225,120.928649,,,,
C2M920,朴子農改,朴子農改,23.47164,120.251277,,,,
C2M620,瑞里,瑞里,23.546903,120.667039,,,,
C2A660,瑞芳,瑞芳,25.114861,121.792639,,,,
C2A650,火燒寮,火燒寮,25.004411,121.734572,,,,
C2H9W0,大坪頂農水,大坪頂農水,24.044894,120.92463,,,,
C2K620,馬光農場,馬光農場,23.723205,120.370739,,,,
C2FB50,出雲,出雲,24.208236,120.894632,,,,
C2FB60,頭櫃山,頭櫃山,24.131608,120.850769,,,,
C2H9D0,三隻寮,三隻寮,24.094845,120.853424,,,,
C2H9E0,國姓南港,國姓南港,23.912878,120.838415,,,,
C2H9F0,柑林,柑林,24.020426,120.838924,,,,
C2H9G0,百勝,百勝,24.052912,120.90121,,,,
C2M930,石卓,石卓,23.480516,120.694154,,,,
C2M940,日野賀,日野賀,23.435829,120.719062,,,,
C2M950,太和,太和,23.540143,120.694847,,,,
C2K630,荷苞,荷苞,23.65948,120.587023,,,,
C2H9H0,苗改南投蜂場,苗改南投蜂場,23.854353,120.685345,,,,
C2G9A0,畜試所彰化,畜試所彰化,23.862208,120.549828,,,,
C2E970,八甲,八甲,24.537566,120.787798,,,,
C2H9J0,中台,中台,24.001373,120.930591,,,,
C2H9L0,馬烈霸,馬烈霸,24.152982,121.193613,,,,
C2H9M0,發祥,發祥,24.155875,121.156357,,,,
C2H9N0,仁愛東眼,仁愛東眼,24.028656,121.112349,,,,
C2H9P0,伊拿谷,伊拿谷,23.964991,121.080118,,,,
C2H9Q0,北東眼山,北東眼山,24.122721,121.181145,,,,
C2H9R0,卓社,卓社,23.889672,120.991946,,,,
C2H9S0,龍南,龍南,23.955305,120.825039,,,,
C2R970,屏科大,屏科大,22.65006,120.611193,,,,
C2H9T0,名間竹圍,名間竹圍,23.861675,120.629436,,,,
C2H9U0,鳳鵬,鳳鵬,23.76569,120.779931,,,,
CAF010,國一N174K,國一N174K,24.206657,120.647035,,,,
CAG010,國一N198K,國一N198K,24.065639,120.514899,,,,
CAJ020,國一N234K,國一N234K,23.748078,120.459788,,,,
CAL010,國一N250K,國一N250K,23.612038,120.428737,,,,
CAD010,國一S105K,國一S105K,24.728088,120.932448,,,,
CAE020,國一S114K,國一S114K,24.670593,120.877616,,,,
CAE030,國一S123K,國一S123K,24.597708,120.852523,,,,
CAE040,國一S132K,國一S132K,24.526272,120.812648,,,,
CAE050,國一S152K,國一S152K,24.377254,120.74101,,,,
CAF020,國一S162K,國一S162K,24.297293,120.687806,,,,
CAF030,國一S169K,國一S169K,24.238875,120.680105,,,,
CAF040,國一S188K,國一S188K,24.120299,120.577587,,,,
CAG030,國一S207K,國一S207K,23.990053,120.499939,,,,
CAE060,國三N119K,國三N119K,24.677199,120.839196,,,,
CAE070,國三N151K,國三N151K,24.441976,120.673477,,,,
CAG040,國三N191K,國三N191K,24.141006,120.513338,,,,
CAG050,國三N196K,國三N196K,24.108907,120.546322,,,,
CAF050,國三N208K,國三N208K,24.067905,120.652763,,,,
CAE560,國一S144K,國一S144K,24.438818,120.770016,,,,
CAF950,國一N158K,國一N158K,24.334121,120.708967,,,,
CAF960,國三S175K,國三S175K,24.253246,120.58152,,,,
CAF980,國三N183K,國三N183K,24.19538,120.562148,,,,
CAH010,國三N223K,國三N223K,23.956874,120.654227,,,,
CAJ010,國三N252K,國三N252K,23.775877,120.632472,,,,
CAE080,國三S140K,國三S140K,24.524106,120.716822,,,,
CAE090,國三S156K,國三S156K,24.399738,120.66131,,,,
CAF060,國三S168K,國三S168K,24.310274,120.606299,,,,
CAG060,國三S202K,國三S202K,24.094222,120.595098,,,,
CAH020,國三S217K,國三S217K,24.008587,120.645062,,,,
CAF090,國四E5K,國四E5K,24.298221,120.634964,,,,
CAA090,國三甲005K,國三甲005K,25.003726,121.589277,,,,
CAC020,國二E009K,國二E009K,25.020014,121.265475,,,,
CAB050,國三N002K,國三N002K,25.147619,121.713466,,,,
CAB030,國三S004K,國三S004K,25.116228,121.680369,,,,
CAB040,國三S007K,國三S007K,25.098727,121.65957,,,,
CAA030,國三S010K,國三S010K,25.081787,121.639272,,,,
CAA040,國三S016K,國三S016K,25.034846,121.607575,,,,
CAA050,國三S037K,國三S037K,24.984141,121.462821,,,,
CAA060,國三S042K,國三S042K,24.961778,121.422381,,,,
CAA070,國三N046K,國三N046K,24.952607,121.387582,,,,
CAA990,國一N039K,國一N039K,25.066207,121.373771,,,,
CAC760,國一高架N063K,國一高架N063K,24.952048,121.188097,,,,
CAD710,國三N077K,國三N077K,24.799064,121.181827,,,,
CAC770,國三N072K,國三N072K,24.838161,121.191163,,,,
CAAD60,國五S005K,國五S005K,24.998202,121.643708,,,,
CAAD70,國五S006K,國五S006K,24.991753,121.64875,,,,
CAAD80,國五N008K,國五N008K,24.985201,121.659868,,,,
CAAD90,國五N013K,國五N013K,24.949395,121.697289,,,,
CAUB30,國五S031K,國五S031K,24.820942,121.774168,,,,
CAUB40,國五S041K,國五S041K,24.736563,121.773719,,,,
CAUB50,國五S047K,國五S047K,24.677257,121.786384,,,,
CAA080,國三S054K,國三S054K,24.940943,121.315683,,,,
CAC030,國三N063K,國三N063K,24.891285,121.255387,,,,
CAD080,國三N085K,國三N085K,24.785096,121.112895,,,,
CAD090,國三S103K,國三S103K,24.76037,120.952631,,,,
CAB010,國一S001K,國一S001K,25.11762,121.720369,,,,
CAB020,國一S006K,國一S006K,25.088729,121.678671,,,,
CAA010,國一N013K,國一N013K,25.068524,121.619925,,,,
CAA020,國一S026K,國一S026K,25.078169,121.488172,,,,
CAC010,國一S072K,國一S072K,24.897595,121.125987,,,,
CAD020,國一N077K,國一N077K,24.886763,121.080688,,,,
CAD030,國一S082K,國一S082K,24.878431,121.038489,,,,
CAD040,國一S088K,國一S088K,24.8462,121.013191,,,,
CAD050,國一N094K,國一N094K,24.799541,121.000695,,,,
CAD060,國一S098K,國一S098K,24.762369,120.982894,,,,
CAL020,國一S262K,國一S262K,23.51409,120.394928,,,,
CAL030,國一N268K,國一N268K,23.46259,120.367726,,,,
CAL040,國一N273K,國一N273K,23.418417,120.346896,,,,
CAN010,國一N288K,國一N288K,23.307846,120.281937,,,,
CAN020,國一S306K,國一S306K,23.154587,120.222474,,,,
CAN040,國一N323K,國一N323K,23.01355,120.241377,,,,
CAP010,國一S342K,國一S342K,22.847321,120.286935,,,,
CAP020,國一S346K,國一S346K,22.81399,120.306103,,,,
CAP030,國一N351K,國一N351K,22.767602,120.320828,,,,
CAP040,國一N361K,國一N361K,22.682326,120.320557,,,,
CAL050,國三N279K,國三N279K,23.597872,120.515216,,,,
CAL070,國三N295K,國三N295K,23.470361,120.491261,,,,
CAM900,國三S290K,國三S290K,23.505867,120.482631,,,,
CAV270,國一S336K,國一S336K,22.89593,120.263097,,,,
CAN150,國一N315K,國一N315K,23.08526,120.24383,,,,
CAV280,國三S378K,國三S378K,22.82773,120.407455,,,,
CAL080,國三N303K,國三N303K,23.413742,120.444389,,,,
CAN060,國三S311K,國三S311K,23.34815,120.430789,,,,
CAN070,國三S329K,國三S329K,23.214538,120.347743,,,,
CAN080,國三N336K,國三N336K,23.156484,120.336914,,,,
CAN090,國三S342K,國三S342K,23.108456,120.319446,,,,
CAN100,國三S366K,國三S366K,22.909476,120.343284,,,,
CAP060,國三S385K,國三S385K,22.769552,120.436379,,,,
CAQ020,國三S415K,國三S415K,22.569782,120.519952,,,,
CAQ010,國三N425K,國三N425K,22.482061,120.523624,,,,
CAJ040,西濱S241K,西濱S241K,23.625171,120.164529,,,,
CAL100,西濱S267K,西濱S267K,23.417568,120.15477,,,,
CAC050,西濱S023K,西濱S023K,25.118258,121.26728,,,,
CAC060,西濱S032K,西濱S032K,25.09373,121.184277,,,,
CAD100,西濱N066K,西濱N066K,24.897357,120.956688,,,,
CAD110,西濱S082K,西濱S082K,24.753481,120.896827,,,,
CAE100,西濱N107K,西濱N107K,24.597551,120.731211,,,,
CAE110,西濱S129K,西濱S129K,24.44895,120.634622,,,,
CAF100,西濱N151K,西濱N151K,24.277713,120.539516,,,,
CAG070,西濱S173K,西濱S173K,24.109847,120.426423,,,,
CAG080,西濱S189K,西濱S189K,23.989603,120.361463,,,,
CAG090,西濱N210K,西濱N210K,23.845282,120.285103,,,,
CAJ030,西濱N222K,西濱N222K,23.73948,120.248007,,,,
CAL090,西濱S257K,西濱S257K,23.504025,120.163753,,,,
CAN110,西濱S280K,西濱S280K,23.30695,120.140816,,,,
CAN120,西濱N304K,西濱N304K,23.10519,120.078614,,,,
